[GLUe]_0	Values[V_OXPHOS].InitialValue	(OXPHOS).Flux
25	11.76	6.33332
25	11.795	6.33874
25	11.83	6.3441
25	11.865	6.34939
25	11.9	6.35462
25	11.935	6.35979
25	11.97	6.36489
25	12.005	6.36994
25	12.04	6.37492
25	12.075	6.37984
25	12.11	6.3847
25	12.145	6.3895
25	12.18	6.39425
25	12.215	6.39894
25	12.25	6.40357
25	12.285	6.40815
25	12.32	6.41268
25	12.355	6.41715
25	12.39	6.42157
25	12.425	6.42593
25	12.46	6.43025
25	12.495	6.43451
25	12.53	6.43873
25	12.565	6.4429
25	12.6	6.44701
25	12.635	6.45108
25	12.67	6.45511
25	12.705	6.45909
25	12.74	6.46302
25	12.775	6.46691
25	12.81	6.47075
25	12.845	6.47455
25	12.88	6.47831
25	12.915	6.48202
25	12.95	6.4857
25	12.985	6.48933
25	13.02	6.49292
25	13.055	6.49647
25	13.09	6.49999
25	13.125	6.50346
25	13.16	6.5069
25	13.195	6.5103
25	13.23	6.51366
25	13.265	6.51699
25	13.3	6.52028
25	13.335	6.52353
25	13.37	6.52675
25	13.405	6.52993
25	13.44	6.53309
25	13.475	6.5362
25	13.51	6.53929
25	13.545	6.54234
25	13.58	6.54536
25	13.615	6.54835
25	13.65	6.55131
25	13.685	6.55424
25	13.72	6.55713
25	13.755	6.56
25	13.79	6.56284
25	13.825	6.56565
25	13.86	6.56843
25	13.895	6.57118
25	13.93	6.57391
25	13.965	6.57661
25	14	6.57928
25	14.035	6.58192
25	14.07	6.58454
25	14.105	6.58713
25	14.14	6.5897
25	14.175	6.59224
25	14.21	6.59476
25	14.245	6.59725
25	14.28	6.59972
25	14.315	6.60216
25	14.35	6.60459
25	14.385	6.60698
25	14.42	6.60936
25	14.455	6.61171
25	14.49	6.61404
25	14.525	6.61635
25	14.56	6.61864
25	14.595	6.62091
25	14.63	6.62315
25	14.665	6.62538
25	14.7	6.62758
25	14.735	6.62977
25	14.77	6.63193
25	14.805	6.63408
25	14.84	6.6362
25	14.875	6.63831
25	14.91	6.6404
25	14.945	6.64247
25	14.98	6.64452
25	15.015	6.64655
25	15.05	6.64856
25	15.085	6.65056
25	15.12	6.65254
25	15.155	6.6545
25	15.19	6.65645
25	15.225	6.65838
25	15.26	6.66029
25	15.295	6.66219
25	15.33	6.66407
25	15.365	6.66593
25	15.4	6.66778
25	15.435	6.66961
25	15.47	6.67143
25	15.505	6.67323
25	15.54	6.67502
25	15.575	6.67679
25	15.61	6.67855
25	15.645	6.6803
25	15.68	6.68202
25	15.715	6.68374
25	15.75	6.68544
25	15.785	6.68713
25	15.82	6.68881
25	15.855	6.69047
25	15.89	6.69211
25	15.925	6.69375
25	15.96	6.69537
25	15.995	6.69698
25	16.03	6.69858
25	16.065	6.70016
25	16.1	6.70174
25	16.135	6.7033
25	16.17	6.70484
25	16.205	6.70638
25	16.24	6.70791
25	16.275	6.70942
25	16.31	6.71092
25	16.345	6.71241
25	16.38	6.71389
25	16.415	6.71536
25	16.45	6.71682
25	16.485	6.71826
25	16.52	6.7197
25	16.555	6.72113
25	16.59	6.72254
25	16.625	6.72395
25	16.66	6.72534
25	16.695	6.72673
25	16.73	6.7281
25	16.765	6.72947
25	16.8	6.73082
25	16.835	6.73217
25	16.87	6.7335
25	16.905	6.73483
25	16.94	6.73615
25	16.975	6.73746
25	17.01	6.73876
25	17.045	6.74005
25	17.08	6.74133
25	17.115	6.7426
25	17.15	6.74386
25	17.185	6.74512
25	17.22	6.74637
25	17.255	6.74761
25	17.29	6.74884
25	17.325	6.75006
25	17.36	6.75127
25	17.395	6.75248
25	17.43	6.75368
25	17.465	6.75487
25	17.5	6.75605
25	17.535	6.75722
25	17.57	6.75839
25	17.605	6.75955
25	17.64	6.7607
25	17.675	6.76185
25	17.71	6.76299
25	17.745	6.76412
25	17.78	6.76524
25	17.815	6.76635
25	17.85	6.76746
25	17.885	6.76857
25	17.92	6.76966
25	17.955	6.77075
25	17.99	6.77183
25	18.025	6.77291
25	18.06	6.77397
25	18.095	6.77504
25	18.13	6.77609
25	18.165	6.77714
25	18.2	6.77818
25	18.235	6.77922
25	18.27	6.78025
25	18.305	6.78128
25	18.34	6.78229
25	18.375	6.78331
25	18.41	6.78431
25	18.445	6.78531
25	18.48	6.78631
25	18.515	6.7873
25	18.55	6.78828
25	18.585	6.78926
25	18.62	6.79023
25	18.655	6.79119
25	18.69	6.79215
25	18.725	6.79311
25	18.76	6.79406
25	18.795	6.795
25	18.83	6.79594
25	18.865	6.79688
25	18.9	6.7978
25	18.935	6.79873
25	18.97	6.79965
25	19.005	6.80056
25	19.04	6.80147
25	19.075	6.80237
25	19.11	6.80327
25	19.145	6.80416
25	19.18	6.80505
25	19.215	6.80594
25	19.25	6.80682
25	19.285	6.80769
25	19.32	6.80856
25	19.355	6.80943
25	19.39	6.81029
25	19.425	6.81114
25	19.46	6.812
25	19.495	6.81284
25	19.53	6.81369
25	19.565	6.81452
25	19.6	6.81536
25	19.635	6.81619
25	19.67	6.81702
25	19.705	6.81784
25	19.74	6.81865
25	19.775	6.81947
25	19.81	6.82028
25	19.845	6.82108
25	19.88	6.82188
25	19.915	6.82268
25	19.95	6.82347
25	19.985	6.82426
25	20.02	6.82505
25	20.055	6.82583
25	20.09	6.82661
25	20.125	6.82738
25	20.16	6.82815
25	20.195	6.82892
25	20.23	6.82968
25	20.265	6.83044
25	20.3	6.8312
25	20.335	6.83195
25	20.37	6.8327
25	20.405	6.83344
25	20.44	6.83419
25	20.475	6.83492
25	20.51	6.83566
25	20.545	6.83639
25	20.58	6.83712
25	20.615	6.83784
25	20.65	6.83856
25	20.685	6.83928
25	20.72	6.84
25	20.755	6.84071
25	20.79	6.84142
25	20.825	6.84212
25	20.86	6.84282
25	20.895	6.84352
25	20.93	6.84422
25	20.965	6.84491
25	21	6.8456
25	21.035	6.84629
25	21.07	6.84697
25	21.105	6.84765
25	21.14	6.84833
25	21.175	6.849
25	21.21	6.84968
25	21.245	6.85034
25	21.28	6.85101
25	21.315	6.85167
25	21.35	6.85233
25	21.385	6.85299
25	21.42	6.85365
25	21.455	6.8543
25	21.49	6.85495
25	21.525	6.85559
25	21.56	6.85624
25	21.595	6.85688
25	21.63	6.85752
25	21.665	6.85815
25	21.7	6.85879
25	21.735	6.85942
25	21.77	6.86005
25	21.805	6.86067
25	21.84	6.8613
25	21.875	6.86192
25	21.91	6.86253
25	21.945	6.86315
25	21.98	6.86376
25	22.015	6.86438
25	22.05	6.86498
25	22.085	6.86559
25	22.12	6.86619
25	22.155	6.86679
25	22.19	6.86739
25	22.225	6.86799
25	22.26	6.86859
25	22.295	6.86918
25	22.33	6.86977
25	22.365	6.87035
25	22.4	6.87094
25	22.435	6.87152
25	22.47	6.8721
25	22.505	6.87268
25	22.54	6.87326
25	22.575	6.87383
25	22.61	6.87441
25	22.645	6.87498
25	22.68	6.87555
25	22.715	6.87611
25	22.75	6.87668
25	22.785	6.87724
25	22.82	6.8778
25	22.855	6.87835
25	22.89	6.87891
25	22.925	6.87946
25	22.96	6.88002
25	22.995	6.88057
25	23.03	6.88111
25	23.065	6.88166
25	23.1	6.8822
25	23.135	6.88275
25	23.17	6.88329
25	23.205	6.88383
25	23.24	6.88436
25	23.275	6.8849
25	23.31	6.88543
25	23.345	6.88596
25	23.38	6.88649
25	23.415	6.88702
25	23.45	6.88754
25	23.485	6.88807
25	23.52	6.88859
25	23.555	6.88911
25	23.59	6.88963
25	23.625	6.89014
25	23.66	6.89066
25	23.695	6.89117
25	23.73	6.89168
25	23.765	6.89219
25	23.8	6.8927
25	23.835	6.89321
25	23.87	6.89371
25	23.905	6.89422
25	23.94	6.89472
25	23.975	6.89522
25	24.01	6.89572
25	24.045	6.89622
25	24.08	6.89671
25	24.115	6.8972
25	24.15	6.8977
25	24.185	6.89819
25	24.22	6.89868
25	24.255	6.89916
25	24.29	6.89965
25	24.325	6.90013
25	24.36	6.90062
25	24.395	6.9011
25	24.43	6.90158
25	24.465	6.90206
25	24.5	6.90254
25	24.535	6.90301
25	24.57	6.90349
25	24.605	6.90396
25	24.64	6.90443
25	24.675	6.9049
25	24.71	6.90537
25	24.745	6.90584
25	24.78	6.9063
25	24.815	6.90677
25	24.85	6.90723
25	24.885	6.90769
25	24.92	6.90815
25	24.955	6.90861
25	24.99	6.90907
25	25.025	6.90952
25	25.06	6.90998
25	25.095	6.91043
25	25.13	6.91089
25	25.165	6.91134
25	25.2	6.91179
25	25.235	6.91224
25	25.27	6.91268
25	25.305	6.91313
25	25.34	6.91357
25	25.375	6.91402
25	25.41	6.91446
25	25.445	6.9149
25	25.48	6.91534
25	25.515	6.91578
25	25.55	6.91622
25	25.585	6.91665
25	25.62	6.91709
25	25.655	6.91752
25	25.69	6.91796
25	25.725	6.91839
25	25.76	6.91882
25	25.795	6.91925
25	25.83	6.91968
25	25.865	6.9201
25	25.9	6.92053
25	25.935	6.92095
25	25.97	6.92138
25	26.005	6.9218
25	26.04	6.92222
25	26.075	6.92264
25	26.11	6.92306
25	26.145	6.92348
25	26.18	6.9239
25	26.215	6.92431
25	26.25	6.92473
25	26.285	6.92514
25	26.32	6.92556
25	26.355	6.92597
25	26.39	6.92638
25	26.425	6.92679
25	26.46	6.9272
25	26.495	6.9276
25	26.53	6.92801
25	26.565	6.92842
25	26.6	6.92882
25	26.635	6.92923
25	26.67	6.92963
25	26.705	6.93003
25	26.74	6.93043
25	26.775	6.93083
25	26.81	6.93123
25	26.845	6.93163
25	26.88	6.93202
25	26.915	6.93242
25	26.95	6.93282
25	26.985	6.93321
25	27.02	6.9336
25	27.055	6.934
25	27.09	6.93439
25	27.125	6.93478
25	27.16	6.93517
25	27.195	6.93556
25	27.23	6.93594
25	27.265	6.93633
25	27.3	6.93672
25	27.335	6.9371
25	27.37	6.93749
25	27.405	6.93787
25	27.44	6.93825
25	27.475	6.93863
25	27.51	6.93901
25	27.545	6.93939
25	27.58	6.93977
25	27.615	6.94015
25	27.65	6.94053
25	27.685	6.9409
25	27.72	6.94128
25	27.755	6.94166
25	27.79	6.94203
25	27.825	6.9424
25	27.86	6.94277
25	27.895	6.94315
25	27.93	6.94352
25	27.965	6.94389
25	28	6.94426
25	28.035	6.94462
25	28.07	6.94499
25	28.105	6.94536
25	28.14	6.94573
25	28.175	6.94609
25	28.21	6.94646
25	28.245	6.94682
25	28.28	6.94718
25	28.315	6.94754
25	28.35	6.94791
25	28.385	6.94827
25	28.42	6.94863
25	28.455	6.94899
25	28.49	6.94934
25	28.525	6.9497
25	28.56	6.95006
25	28.595	6.95042
25	28.63	6.95077
25	28.665	6.95113
25	28.7	6.95148
25	28.735	6.95183
25	28.77	6.95219
25	28.805	6.95254
25	28.84	6.95289
25	28.875	6.95324
25	28.91	6.95359
25	28.945	6.95394
25	28.98	6.95429
25	29.015	6.95464
25	29.05	6.95498
25	29.085	6.95533
25	29.12	6.95568
25	29.155	6.95602
25	29.19	6.95636
25	29.225	6.95671
25	29.26	6.95705
25	29.295	6.95739
25	29.33	6.95774
25	29.365	6.95808
25	29.4	6.95842
25	29.435	6.95876
25	29.47	6.9591
25	29.505	6.95944
25	29.54	6.95977
25	29.575	6.96011
25	29.61	6.96045
25	29.645	6.96078
25	29.68	6.96112
25	29.715	6.96145
25	29.75	6.96179
25	29.785	6.96212
25	29.82	6.96245
25	29.855	6.96279
25	29.89	6.96312
25	29.925	6.96345
25	29.96	6.96378
25	29.995	6.96411
25	30.03	6.96444
25	30.065	6.96477
25	30.1	6.9651
25	30.135	6.96542
25	30.17	6.96575
25	30.205	6.96608
25	30.24	6.9664
25	30.275	6.96673
25	30.31	6.96705
25	30.345	6.96738
25	30.38	6.9677
25	30.415	6.96802
25	30.45	6.96835
25	30.485	6.96867
25	30.52	6.96899
25	30.555	6.96931
25	30.59	6.96963
25	30.625	6.96995
25	30.66	6.97027
25	30.695	6.97058
25	30.73	6.9709
25	30.765	6.97122
25	30.8	6.97154
25	30.835	6.97185
25	30.87	6.97217
25	30.905	6.97248
25	30.94	6.9728
25	30.975	6.97311
25	31.01	6.97342
25	31.045	6.97374
25	31.08	6.97405
25	31.115	6.97436
25	31.15	6.97467
25	31.185	6.97498
25	31.22	6.97529
25	31.255	6.9756
25	31.29	6.97591
25	31.325	6.97622
25	31.36	6.97653
25	31.395	6.97683
25	31.43	6.97714
25	31.465	6.97745
25	31.5	6.97775
25	31.535	6.97806
25	31.57	6.97836
25	31.605	6.97867
25	31.64	6.97897
25	31.675	6.97927
25	31.71	6.97957
25	31.745	6.97988
25	31.78	6.98018
25	31.815	6.98048
25	31.85	6.98078
25	31.885	6.98108
25	31.92	6.98138
25	31.955	6.98168
25	31.99	6.98197
25	32.025	6.98227
25	32.06	6.98257
25	32.095	6.98286
25	32.13	6.98316
25	32.165	6.98346
25	32.2	6.98375
25	32.235	6.98404
25	32.27	6.98434
25	32.305	6.98463
25	32.34	6.98492
25	32.375	6.98522
25	32.41	6.98551
25	32.445	6.9858
25	32.48	6.98609
25	32.515	6.98638
25	32.55	6.98667
25	32.585	6.98696
25	32.62	6.98724
25	32.655	6.98753
25	32.69	6.98782
25	32.725	6.9881
25	32.76	6.98839
25	32.795	6.98867
25	32.83	6.98896
25	32.865	6.98924
25	32.9	6.98953
25	32.935	6.98981
25	32.97	6.99009
25	33.005	6.99037
25	33.04	6.99065
25	33.075	6.99093
25	33.11	6.99121
25	33.145	6.99149
25	33.18	6.99177
25	33.215	6.99205
25	33.25	6.99232
25	33.285	6.9926
25	33.32	6.99288
25	33.355	6.99315
25	33.39	6.99343
25	33.425	6.9937
25	33.46	6.99397
25	33.495	6.99424
25	33.53	6.99452
25	33.565	6.99479
25	33.6	6.99506
25	33.635	6.99532
25	33.67	6.99559
25	33.705	6.99586
25	33.74	6.99613
25	33.775	6.99639
25	33.81	6.99666
25	33.845	6.99692
25	33.88	6.99718
25	33.915	6.99745
25	33.95	6.99771
25	33.985	6.99797
25	34.02	6.99823
25	34.055	6.99849
25	34.09	6.99874
25	34.125	6.999
25	34.16	6.99926
25	34.195	6.99951
25	34.23	6.99976
25	34.265	7.00002
25	34.3	7.00027
25	34.335	7.00052
25	34.37	7.00077
25	34.405	7.00101
25	34.44	7.00126
25	34.475	7.0015
25	34.51	7.00175
25	34.545	7.00199
25	34.58	7.00223
25	34.615	7.00247
25	34.65	7.00271
25	34.685	7.00294
25	34.72	7.00318
25	34.755	7.00341
25	34.79	7.00364
25	34.825	7.00387
25	34.86	7.0041
25	34.895	7.00432
25	34.93	7.00454
25	34.965	7.00476
25	35	7.00498

